Area_sqft,Bedrooms,Bathrooms,Floors,Age,Garage,Balcony,Furnished,Garden,SwimmingPool,DistanceToCity,NearbySchools,NearbyHospitals,CrimeRate,PopulationDensity,PublicTransportScore,PropertyTax,LocationRating,ElectricityBackup,SecurityRating,Price
834,3,2,2,28,0,1,1,0,1,41.5,10,8,2.5,76686,4,2.51,2,1,7,6654130
2593,6,4,3,40,0,0,1,0,0,4.6,1,4,8.9,55068,3,0.8,10,1,1,18127937
6494,1,1,4,5,0,1,0,1,0,13.6,10,3,4.0,23024,5,0.5,1,0,9,25318762
5169,5,2,2,0,0,1,0,1,1,8.3,2,7,8.1,62202,6,3.04,4,0,6,24483077
1168,5,5,2,20,1,1,1,0,0,33.3,6,0,2.2,62174,7,0.57,10,0,2,12561358
7791,5,5,4,49,1,1,0,1,1,5.5,10,0,5.2,33969,8,3.21,10,0,10,40809108
6209,2,5,1,3,0,1,1,0,1,39.8,6,3,7.7,45112,10,1.93,1,0,5,22018700
1720,3,3,2,53,1,0,1,1,0,30.4,4,8,6.8,31580,3,3.11,5,0,4,8580083
3363,1,1,3,59,1,1,1,0,1,34.6,4,0,1.6,48922,10,0.97,8,0,7,18245482
7871,4,1,2,13,1,0,0,1,1,43.9,9,8,3.0,67512,9,2.77,6,0,4,33283315
2690,3,1,2,2,1,0,1,0,1,25.8,2,1,8.4,74581,6,2.49,4,1,9,13666678
4609,6,2,3,60,0,1,0,1,1,34.2,4,2,5.4,64674,7,1.79,4,1,9,21376543
6284,5,4,2,34,1,1,1,1,0,23.0,1,2,8.6,40693,9,4.46,6,1,5,28644607
6274,5,1,2,53,1,0,1,0,1,13.3,9,4,2.4,26103,6,1.42,6,0,9,30381267
1383,1,1,4,47,1,0,0,1,0,9.4,7,2,1.9,33370,7,0.9,4,0,6,9523283
3053,1,1,3,10,1,1,1,0,1,45.8,4,0,8.6,46790,10,4.28,4,1,3,10408428
5317,4,2,3,33,1,0,1,1,0,10.9,0,5,1.8,72874,6,0.76,7,0,9,28225262
3710,5,4,1,35,0,1,0,0,0,39.1,4,8,6.3,6014,8,3.6,2,0,2,12628532
962,4,1,1,43,0,1,0,1,1,47.3,4,0,4.4,2722,6,1.48,4,0,4,3320766
1620,6,2,3,5,1,0,1,0,0,33.5,6,3,7.4,17211,5,1.72,10,0,1,13491539
5409,3,2,2,34,1,0,0,0,1,27.4,10,1,9.5,30267,5,1.02,5,1,10,23036021
6946,5,4,4,18,1,1,0,0,1,34.5,3,2,9.5,21361,3,1.53,4,0,3,26264451
1553,2,5,4,59,0,0,1,0,0,5.7,7,2,1.3,60941,9,3.79,5,1,7,13402493
4076,6,1,4,58,1,0,1,1,1,20.2,7,5,4.5,62329,10,0.61,2,1,1,18488015
2645,3,1,3,18,1,1,1,0,1,0.8,3,2,8.2,58417,9,0.86,1,1,9,13909241
5272,5,1,1,31,0,1,1,0,1,29.8,9,8,8.8,19430,2,2.68,6,0,5,23986408
7077,3,4,2,45,0,0,1,1,0,34.8,0,3,9.3,73258,8,2.57,5,0,1,26262029
4931,1,3,4,46,0,1,1,1,0,33.4,9,2,7.1,19453,7,3.85,9,0,9,23189882
6516,2,4,1,29,0,0,0,0,0,39.1,9,6,6.1,72898,10,4.18,4,1,7,24883991
6091,1,4,2,6,0,1,0,0,0,13.8,9,4,6.0,48076,9,1.98,10,1,10,32071477
4064,3,1,4,4,1,0,0,1,1,14.8,3,0,7.0,57365,10,1.92,3,1,3,19027539
2534,5,2,3,37,1,1,1,0,0,9.8,3,2,1.9,17749,5,3.94,10,1,4,20993698
5382,6,3,2,39,1,1,0,0,1,45.6,4,4,9.8,70249,6,3.06,2,0,3,18969390
7020,2,2,4,27,1,1,0,0,1,47.3,6,3,6.0,39358,5,2.92,1,1,7,23456741
4643,2,5,2,57,0,0,0,1,0,35.7,1,8,4.6,24412,5,4.21,10,0,1,22108003
3288,5,4,2,1,0,0,0,1,1,26.1,1,3,5.4,50921,5,3.06,2,1,4,15952037
6584,4,3,1,4,0,0,0,0,0,17.9,7,6,3.4,64275,8,4.37,10,0,1,31932317
3325,2,1,3,11,1,0,1,1,0,15.4,9,4,3.8,71948,7,2.2,8,1,6,21581695
1184,6,1,3,1,0,1,1,1,1,48.8,9,4,6.1,14486,5,3.31,7,1,6,10350480
1586,1,5,4,37,1,0,0,1,1,3.1,2,3,3.1,17647,5,1.59,4,1,5,12342318
1798,3,2,1,0,0,0,1,1,0,1.6,1,4,4.7,65504,8,2.05,8,1,3,15917714
4698,4,3,4,10,0,1,0,1,0,46.8,8,7,4.2,68548,2,4.42,7,0,9,20474811
4950,5,4,4,35,1,1,1,1,0,38.8,10,7,5.5,19560,9,4.49,7,0,7,24858247
5833,6,4,3,12,1,0,0,0,1,38.7,9,1,7.6,7373,4,3.29,3,0,3,22446195
5439,3,1,1,33,0,1,0,0,1,11.6,5,3,7.3,32244,7,1.36,1,1,8,20737726
3774,6,2,3,9,0,0,1,0,0,21.5,4,8,5.7,66489,5,3.53,8,0,8,22111448
2840,2,5,1,33,1,0,0,0,0,22.2,9,8,1.8,74332,9,4.44,2,0,6,14149971
7651,6,4,3,49,1,0,1,0,1,8.8,3,6,8.8,27688,1,1.88,6,0,8,35736874
7412,1,5,1,34,0,1,0,1,1,26.0,5,6,1.7,9055,7,3.87,2,1,10,30288979
5645,4,5,4,26,1,1,0,1,0,8.5,4,1,9.4,63238,2,1.21,3,1,9,24559596
2222,1,1,1,59,1,0,1,1,0,2.0,1,3,5.4,52219,6,3.76,2,1,6,9988362
6848,2,5,3,51,0,0,0,1,0,31.4,0,7,8.0,32181,2,4.23,2,0,3,21712409
4266,4,3,2,19,1,0,0,0,1,16.1,8,8,7.7,59742,2,2.32,6,1,3,21932012
7577,5,5,1,3,1,0,0,1,0,1.1,9,2,8.8,49627,7,4.38,2,1,1,30822229
1227,6,4,4,43,0,1,0,0,0,12.6,2,0,2.3,37867,5,1.65,9,0,1,13384325
2964,6,5,3,41,0,1,0,1,0,24.1,8,6,6.6,40426,8,4.08,8,1,6,20024432
3659,5,2,4,3,0,0,1,0,0,37.5,8,8,6.1,40424,7,3.32,7,1,5,19676870
2554,5,4,1,29,1,1,0,0,1,36.2,7,8,6.0,27464,6,0.52,5,0,7,13308934
1082,1,3,4,18,0,0,1,1,1,29.5,3,2,4.4,62319,1,1.75,2,1,2,5939226
1828,6,2,1,7,0,0,0,0,1,46.3,6,1,1.7,78725,7,4.15,3,1,2,9855021
2344,5,2,3,1,0,0,1,0,1,45.2,5,8,8.5,15666,3,4.41,6,1,9,12823798
1746,3,5,1,30,0,0,0,1,1,2.5,0,7,8.7,61678,6,2.63,2,0,4,11055169
4845,1,3,2,46,0,0,0,1,1,33.2,6,2,6.1,64383,6,0.58,5,0,1,18922214
3285,4,4,1,28,1,0,1,0,1,14.7,3,2,3.3,56793,9,2.7,2,0,3,17458717
3874,5,2,1,57,0,0,0,1,1,4.2,7,1,6.1,45392,9,2.1,10,1,2,25341158
4455,6,5,1,60,1,0,1,1,1,36.2,9,4,1.1,28019,10,3.76,7,0,4,24310504
6998,6,5,2,24,0,1,1,1,1,30.1,7,0,6.5,35015,3,1.16,9,1,5,33368615
2694,3,4,4,36,1,1,0,0,1,49.2,10,0,9.9,69627,7,1.72,5,0,6,9651871
736,4,4,4,0,0,0,0,0,0,18.9,7,6,1.9,45294,1,1.38,5,0,3,8778302
2905,1,2,3,60,1,0,0,0,0,37.9,3,5,4.0,27463,2,0.64,5,1,10,10744917
1358,4,5,1,27,1,0,1,1,0,12.2,6,5,9.7,63891,9,3.67,2,0,6,9371504
7060,3,3,4,3,0,1,0,1,0,7.2,7,4,7.6,60718,2,1.07,6,0,6,30990207
6255,6,3,1,15,0,1,1,1,1,8.4,8,3,10.0,32795,10,1.5,10,0,10,34511817
3843,1,2,3,36,0,1,0,1,1,34.9,8,7,6.6,6456,2,1.24,7,0,4,17888032
6491,4,2,3,45,0,1,0,1,1,25.1,7,7,7.9,33320,10,2.31,4,1,3,27169034
5968,5,3,3,25,0,0,1,1,1,21.4,0,7,9.5,2745,5,3.04,4,1,8,26006810
6927,2,4,2,12,1,1,1,1,0,33.7,5,8,8.3,46920,5,4.07,5,0,6,28813036
3299,5,4,4,54,1,0,0,1,0,35.1,10,0,4.6,51073,4,2.69,1,0,2,11245547
5373,4,2,2,17,1,1,1,0,1,49.0,9,4,1.8,49846,9,3.0,2,0,7,20720082
6889,5,3,3,7,0,0,0,0,0,46.9,2,0,8.2,67405,7,2.91,9,0,1,26744677
4930,1,5,3,1,0,1,1,0,1,15.2,2,5,3.5,67479,10,1.49,5,1,2,24397433
976,1,1,4,11,1,1,1,1,0,44.0,6,5,9.9,74510,5,4.44,7,0,7,6739969
6232,5,3,1,3,1,1,0,1,1,6.3,3,8,2.8,57759,10,1.93,3,1,9,31820398
4392,6,2,2,11,1,1,0,1,0,16.2,1,0,2.0,42651,4,2.11,2,0,4,18600272
6485,3,3,2,55,0,1,0,1,1,16.4,6,2,4.3,15310,7,1.33,1,0,4,26056731
7633,5,5,1,33,0,1,0,0,0,39.9,0,4,5.8,43002,9,0.8,9,1,5,32263962
5842,5,2,1,41,0,0,0,0,0,42.0,9,8,7.5,49962,3,3.55,3,1,5,21185589
4839,3,2,1,58,0,1,0,1,1,30.4,5,8,3.8,14571,2,1.49,2,0,1,17663845
3064,5,2,3,51,0,0,1,1,0,3.2,1,5,5.6,29241,4,0.84,4,1,3,16961357
6577,6,5,2,37,0,1,1,0,0,21.6,0,6,1.5,56499,8,0.58,2,1,5,27845693
6810,4,3,4,60,1,0,1,1,0,10.2,3,8,3.4,15941,1,0.85,3,1,5,29615094
7777,2,1,1,43,1,1,0,0,1,15.7,4,3,6.3,33132,1,3.69,5,0,3,30965155
6477,3,3,3,19,0,1,1,0,0,27.2,0,0,2.3,27007,10,1.87,1,1,7,24992448
1849,5,2,1,57,0,0,1,0,1,24.5,3,3,5.0,69166,7,2.99,10,0,8,15792415
3409,5,4,3,56,1,1,0,0,0,36.5,7,7,3.0,44575,2,0.56,8,1,7,18695563
2119,6,5,4,51,1,0,0,0,0,5.7,1,7,8.8,49688,1,2.84,2,1,2,11182183
3876,6,3,4,44,0,0,1,0,0,17.6,5,5,1.4,51442,10,1.74,8,0,2,23165393
1389,6,2,2,54,1,0,0,1,0,41.1,9,2,1.7,21298,3,1.36,10,0,4,12791074
586,6,4,3,57,1,1,1,0,0,24.6,4,1,9.9,15201,9,1.94,4,0,5,5839205
4221,5,4,3,26,0,1,0,1,0,37.9,2,4,3.5,13786,7,2.83,3,1,7,17973078
4182,1,5,4,48,0,0,0,0,1,35.9,8,6,6.6,57447,4,0.99,5,1,6,17886991
6987,3,3,1,7,1,0,0,0,0,42.0,5,5,3.4,70864,1,3.66,10,0,6,31025062
7602,1,1,4,0,0,0,0,1,1,32.5,0,0,4.2,50425,3,3.9,9,1,5,33710847
1603,4,3,3,38,1,0,0,1,1,39.5,3,1,3.3,9912,9,3.65,10,1,5,14923282
2072,4,5,4,32,0,1,0,0,1,34.0,1,2,8.5,37628,9,4.03,10,1,4,14209052
4014,1,1,4,16,0,0,1,1,1,36.7,6,4,7.6,43255,6,2.68,2,1,10,16220716
4645,1,4,2,33,0,1,0,1,0,15.8,0,0,4.9,29665,1,1.12,2,1,6,17561123
2273,3,4,3,35,1,0,1,0,1,16.3,5,7,5.3,49283,10,0.74,2,0,7,13122597
7053,5,3,1,46,1,1,1,0,1,36.3,5,4,3.2,3649,1,2.34,9,0,4,32160009
4043,6,4,2,38,1,0,0,0,1,30.5,4,0,8.6,74939,9,1.68,2,1,7,16244834
1396,3,1,4,38,1,1,0,0,1,22.5,8,1,2.4,6566,5,3.08,1,0,4,7908913
2082,4,1,4,49,0,1,1,1,1,16.9,3,1,9.6,35141,4,0.62,5,0,8,12899835
3100,2,4,3,16,1,0,1,1,1,24.5,10,5,5.8,48766,10,3.76,2,1,6,15863016
678,4,3,3,31,1,0,1,0,1,49.4,9,0,6.2,39941,1,4.12,6,1,2,4868659
6266,4,2,4,57,1,1,1,1,1,20.9,2,5,2.3,56841,7,0.74,7,1,3,31467968
6924,4,1,2,1,1,0,1,0,1,21.7,4,3,5.6,22214,7,3.65,7,0,7,32941114
6046,4,1,2,22,1,0,1,1,1,18.5,8,0,3.4,11648,6,3.69,7,0,8,29978325
2119,2,4,2,43,0,0,1,0,0,7.3,10,4,1.7,73420,2,1.51,8,0,1,16648604
6187,2,1,4,60,1,0,1,1,1,45.6,6,3,8.4,52647,2,1.64,3,1,5,21159528
4396,3,2,3,43,0,0,0,0,0,1.6,10,5,2.9,32935,10,2.32,4,0,4,22212269
4058,6,3,3,0,0,1,0,1,1,30.1,4,4,4.7,43174,5,3.35,4,0,3,19492370
2850,2,2,1,12,0,0,0,0,0,14.7,9,8,1.2,61515,7,4.36,1,0,6,12633755
970,4,1,2,14,0,0,1,1,1,18.6,7,2,10.0,3129,9,1.69,1,0,7,5324067
4675,3,1,4,16,0,1,0,0,1,34.7,4,5,7.8,38851,5,3.94,1,1,7,16962197
4351,6,1,4,3,1,0,0,0,0,22.2,9,0,6.6,11345,2,3.88,4,0,3,18356556
5092,6,2,1,13,0,1,0,0,0,25.1,5,2,7.3,50386,9,1.73,5,1,9,23834262
7671,5,2,4,12,0,1,0,1,1,41.6,3,6,5.6,42853,2,1.4,8,1,6,32893132
3724,5,2,4,2,0,1,0,0,0,32.5,4,2,2.8,58341,6,3.04,10,0,6,20814392
1297,6,1,4,43,1,0,1,1,1,40.8,3,8,6.2,21079,10,2.31,1,0,1,6586129
3352,2,2,3,56,0,0,1,0,1,3.7,0,4,4.1,57047,6,0.53,4,1,6,18407430
2185,5,4,1,18,0,1,1,0,1,38.7,6,7,3.8,54080,9,0.81,7,0,10,15951190
5142,2,5,3,56,0,1,1,0,0,43.4,1,0,6.7,76406,5,1.57,6,0,1,18856411
1932,4,3,4,43,1,1,1,0,0,49.0,1,5,8.9,40314,10,3.08,5,0,7,8163717
1319,5,5,2,12,0,1,0,1,1,40.0,9,8,8.9,56390,7,2.09,3,0,1,7581718
3161,4,5,1,2,0,1,1,1,1,12.0,9,2,9.6,75423,7,0.66,9,1,10,23702903
5035,1,3,1,19,0,1,1,1,1,9.6,4,8,9.8,28133,2,2.95,5,1,1,22743481
4138,3,1,4,20,1,0,1,0,1,21.6,6,8,5.6,53997,10,3.27,3,1,4,20823013
5677,4,1,4,37,1,0,1,0,0,49.0,9,2,9.6,6221,4,3.87,1,1,6,16440115
3486,5,2,4,44,1,1,0,1,1,44.7,6,3,1.2,10783,1,2.72,9,1,9,20549589
7955,2,1,2,3,1,0,1,0,0,23.5,8,0,1.8,75087,5,2.1,10,1,6,37755188
6686,6,2,3,0,0,0,1,1,0,33.5,10,3,9.8,6065,5,3.42,4,0,2,26159904
6965,2,5,1,50,0,0,1,1,1,23.2,3,4,2.4,66650,10,3.41,10,0,6,34974770
5751,4,5,3,2,0,0,0,1,1,12.3,9,6,8.3,36562,10,4.34,3,1,7,28100526
3903,4,5,3,26,1,1,0,0,0,37.3,9,2,3.5,10300,10,2.52,9,1,7,22946906
7442,1,5,2,30,0,0,0,1,0,3.7,5,6,9.8,72714,8,3.81,8,1,4,32793621
2958,6,5,1,5,1,1,0,1,0,34.0,9,3,9.6,39500,6,2.27,4,1,4,14167001
7943,6,2,4,56,1,1,0,0,1,24.1,1,5,6.6,46557,7,4.41,9,0,5,35512431
1865,5,1,1,31,0,1,0,0,1,8.4,6,7,9.2,60829,3,2.29,10,1,1,15761281
2026,4,3,4,20,1,1,1,0,0,3.5,2,2,4.7,9039,3,0.72,6,0,9,15994212
539,1,4,1,58,0,1,0,1,1,6.6,10,8,3.7,1648,8,3.46,7,1,8,11088976
4210,6,2,3,34,1,1,1,0,1,9.9,8,5,4.4,52877,6,3.52,7,0,8,24779757
3415,2,3,1,3,0,1,0,1,0,10.6,8,1,3.0,13094,3,0.62,9,0,2,20585826
1797,6,5,1,1,0,1,1,1,1,7.7,1,1,3.5,76814,3,3.23,10,0,6,19483071
2965,1,2,1,40,1,0,0,1,1,4.9,9,1,2.4,5138,2,0.64,9,0,9,20357336
3288,4,1,4,49,1,0,0,0,1,28.0,8,3,3.7,2088,4,3.96,10,1,8,21171503
737,1,5,3,13,0,0,0,1,0,16.6,2,1,3.6,64426,10,1.9,6,0,5,9066412
766,6,5,4,16,0,0,0,1,0,20.7,9,6,9.0,79618,5,3.36,3,0,6,6861240
4088,5,1,4,57,1,1,0,0,0,8.7,9,3,3.4,21433,9,2.6,6,1,8,23067039
1135,1,1,1,57,0,0,0,1,0,15.6,7,4,2.3,35262,7,2.89,6,1,4,8506066
4984,2,4,3,16,0,0,0,1,1,33.1,5,8,7.2,19145,1,4.01,5,1,4,21118312
1277,3,3,2,21,0,0,1,0,1,44.2,8,2,3.1,78162,5,2.59,9,0,3,10272439
3502,2,5,1,53,1,0,1,0,0,28.4,2,5,9.9,54412,3,2.62,3,0,6,12635238
4399,4,3,1,15,1,1,0,1,0,8.3,6,6,4.5,75795,6,1.59,5,0,6,23100161
4429,2,1,4,12,1,0,0,0,0,8.0,2,7,4.3,13350,6,4.31,3,0,10,21017897
3669,6,5,1,22,1,1,1,1,1,24.2,8,7,9.6,77019,6,2.12,1,0,10,17444523
1539,5,3,1,28,0,1,0,0,0,24.5,1,3,8.9,36574,1,2.76,1,0,5,3204259
3629,6,2,3,20,1,1,0,0,0,24.1,4,1,8.2,34789,8,1.31,6,0,2,18071944
4147,1,2,2,48,0,1,0,1,0,42.8,9,6,8.1,52129,8,4.16,7,0,5,16911271
2945,2,4,4,16,0,0,0,1,0,40.2,1,5,7.5,75307,2,0.97,1,0,7,7903832
2780,5,4,3,41,1,1,0,1,1,3.3,6,3,6.1,19817,2,3.99,7,0,7,20453538
6421,3,3,1,45,0,1,1,0,1,45.9,1,7,6.0,58539,9,1.36,7,0,6,27151957
4164,3,5,1,57,1,0,0,1,0,44.0,9,7,8.4,47903,8,4.25,7,1,8,19029779
6687,3,3,2,52,0,1,1,1,1,32.2,10,0,6.2,52375,8,4.26,5,0,3,27843216
6526,2,5,4,1,0,0,0,1,0,35.4,8,1,4.5,53786,4,0.95,1,1,3,23926743
616,5,4,2,9,1,1,1,1,1,11.1,1,2,8.3,78866,4,3.21,2,0,10,7371163
2295,5,5,3,56,1,1,1,1,0,36.2,6,5,1.5,32314,10,1.98,3,0,2,11093953
2070,5,5,2,54,0,0,0,1,1,16.1,0,5,9.4,26968,4,4.2,5,0,5,11174223
5201,2,2,4,58,0,1,1,0,1,16.6,1,1,5.6,59694,10,3.03,8,0,5,25984337
3860,3,1,4,44,0,0,0,0,0,6.7,6,6,6.7,33716,6,3.0,5,0,1,18095238
892,6,5,1,57,0,0,0,1,1,16.8,10,4,8.1,54340,8,3.17,9,0,5,12380492
7588,2,5,3,39,0,0,1,1,0,47.2,9,5,2.6,77299,7,2.01,3,1,5,29068885
3321,5,1,3,10,0,0,0,1,0,23.5,1,5,4.0,37442,3,2.57,10,1,6,20965320
598,4,1,4,25,0,1,1,0,1,35.2,6,4,2.3,36266,9,3.15,8,0,6,11169540
3531,1,4,2,34,1,0,0,1,1,7.9,4,2,4.6,1927,1,3.3,10,0,6,22227224
1535,5,3,3,12,1,0,1,0,1,41.3,7,2,7.9,16072,1,1.45,7,1,4,11162132
5183,5,1,4,36,1,1,0,1,0,1.1,9,4,1.1,74412,1,1.32,8,0,3,27811752
776,2,2,4,18,1,1,1,1,0,10.5,1,2,3.9,15601,1,3.34,5,0,8,8455979
3276,3,1,4,21,1,0,0,0,1,40.5,8,3,7.2,31693,4,3.5,2,0,6,11953789
7562,3,1,2,5,0,0,0,1,0,7.3,8,5,2.0,50739,5,1.25,1,0,4,29923054
7171,3,3,4,16,1,1,1,0,0,47.7,6,4,9.0,63883,3,2.75,4,0,7,26268291
4840,6,2,4,7,0,1,1,1,1,47.9,9,4,8.8,46014,7,1.66,9,0,7,24733055
1050,2,5,1,54,1,0,1,1,0,31.3,3,6,4.6,28324,9,1.98,5,0,2,7860769
3763,5,4,4,7,1,0,1,1,0,9.0,8,6,4.8,5691,4,2.74,5,1,4,23079399
902,4,1,4,38,0,1,0,1,1,9.7,9,6,2.1,11567,6,2.63,7,0,9,12835248
5028,4,5,2,16,1,1,1,0,0,7.3,8,5,1.0,10784,5,1.6,3,1,5,25751417
3191,5,2,2,41,1,0,1,0,1,48.4,7,2,4.6,50576,5,0.94,1,0,6,11873910
1404,3,4,1,48,1,0,1,0,1,16.7,6,0,8.7,50840,7,0.59,2,1,9,7586718
6493,4,4,2,17,1,0,0,1,0,33.6,4,8,8.1,74572,10,1.96,5,1,10,27232568
5246,5,1,4,10,1,0,0,1,0,48.4,10,4,6.7,25590,10,2.6,6,0,8,21733372
6960,6,5,1,26,0,1,0,0,1,10.8,8,4,9.0,78243,8,4.15,7,0,10,34008582
3544,5,4,1,19,1,1,1,1,1,4.5,3,0,7.6,73512,5,0.93,1,1,1,16983526
1093,5,3,1,56,1,0,0,1,1,9.9,1,7,8.0,40385,10,3.42,4,0,8,10739370
2959,4,1,2,18,0,1,1,1,0,36.4,9,1,6.4,46587,6,0.84,5,1,4,14291158
4978,6,1,3,34,0,1,0,1,0,49.2,5,2,8.8,77315,9,3.64,3,1,5,17881661
7847,3,3,3,32,1,1,1,0,1,20.1,7,1,1.9,15355,3,3.68,1,1,8,31556166
2665,5,4,4,41,1,0,0,1,0,29.1,10,5,7.6,14264,4,1.91,5,1,6,13225971
3664,5,1,4,6,1,1,1,0,1,40.6,5,2,1.2,32365,9,1.71,7,1,4,20470203
6927,3,2,1,60,1,1,0,0,0,23.0,10,3,6.8,52853,10,1.44,7,0,4,28410930
4648,4,4,4,30,1,1,0,1,1,39.4,1,8,5.2,1505,6,0.98,5,0,4,21118119
6205,5,5,3,47,1,0,0,0,0,41.3,3,1,6.6,79337,3,3.75,3,1,1,21141083
7784,1,5,1,27,1,1,1,1,0,11.9,6,4,7.0,30330,7,3.47,7,0,9,35101288
1497,5,2,3,37,1,1,0,0,1,46.1,5,7,4.0,35491,2,2.42,4,0,9,8772545
4750,4,5,4,13,1,0,0,0,1,24.2,9,5,8.0,20847,2,3.21,1,0,1,18171017
5418,1,2,1,54,1,1,1,0,0,19.8,7,1,4.4,3119,8,4.18,8,1,1,24625525
3430,3,5,4,23,0,1,0,0,1,39.7,6,2,8.1,70934,6,3.43,10,0,7,18499285
4656,1,1,3,20,1,0,0,0,0,20.7,6,2,2.9,53327,6,3.96,9,1,5,22909817
1864,3,3,1,52,1,0,1,1,0,42.4,5,3,1.9,48926,1,2.01,5,1,9,9682029
1975,2,5,3,8,0,1,1,1,1,0.8,9,5,7.3,71048,5,3.59,10,1,10,20964281
6909,2,5,4,27,1,1,0,1,0,36.7,3,5,9.9,43070,5,2.57,10,1,5,30410053
6991,4,4,1,18,1,0,1,0,0,9.8,10,0,2.3,26266,4,2.67,7,0,8,33262921
4631,3,2,2,2,1,0,0,1,1,6.1,9,1,7.9,26827,2,3.35,7,1,4,25015108
5226,2,4,1,15,1,0,0,0,0,21.5,1,8,5.4,56833,8,3.95,10,1,6,27650353
1354,5,5,4,23,0,1,0,0,1,35.6,8,2,6.8,6955,1,4.36,6,1,7,9953985
520,3,2,2,58,0,1,1,1,1,30.2,8,2,9.3,46808,2,3.44,1,1,3,1821130
7945,5,1,1,18,0,0,1,1,1,8.8,5,3,6.6,44961,9,3.12,2,1,10,33516764
7470,6,2,1,48,0,0,1,1,1,5.6,3,5,6.5,40760,4,0.84,2,1,6,31795033
6991,2,4,4,20,0,1,1,1,0,20.4,0,1,4.6,24216,1,3.9,7,0,1,29072207
5302,5,3,1,16,1,0,0,0,1,27.9,1,2,9.8,31366,8,3.3,1,1,9,19490221
716,1,5,1,46,0,1,0,1,0,11.9,0,0,6.0,72219,9,3.95,3,1,5,5676850
3022,2,1,2,32,0,0,0,1,0,31.3,0,3,3.4,75245,5,4.38,3,1,5,11829476
6212,5,3,2,18,0,1,0,1,0,22.5,8,8,5.1,62425,3,3.74,6,1,2,28074072
7899,6,1,4,60,1,1,0,1,1,6.0,10,1,3.3,38693,1,2.96,10,0,3,38387610
1104,3,4,3,48,0,0,0,1,0,2.5,3,0,5.0,45687,3,3.9,2,1,9,8214341
6005,1,1,2,54,0,1,0,0,1,21.9,8,2,8.9,19941,9,1.7,3,1,3,22643145
1052,2,2,3,10,1,0,0,0,1,12.1,7,6,5.3,35616,6,0.64,1,1,8,8537905
6216,6,1,4,35,0,0,0,0,1,15.3,10,3,1.7,73947,9,0.72,10,1,10,35666038
2076,4,3,3,35,0,1,1,1,1,6.1,9,8,2.3,52284,1,2.3,6,0,4,18057263
4243,5,5,1,41,0,0,0,1,1,2.5,0,3,2.7,23426,10,1.23,7,1,8,26917398
4436,1,4,2,42,1,0,0,0,1,33.8,3,7,7.0,18431,3,2.85,2,0,1,14528728
7411,6,3,1,39,0,1,0,0,1,2.4,4,5,1.7,77911,2,3.68,2,0,9,33339846
5478,4,2,3,25,0,0,1,0,0,5.0,0,8,5.4,58876,6,3.14,9,1,5,30260976
6933,3,4,1,26,1,0,1,1,0,10.4,4,3,6.2,20184,8,4.02,1,0,4,26389551
5999,6,1,3,3,0,0,0,1,1,12.2,0,5,8.0,72942,2,3.64,1,0,2,24633134
2620,3,1,4,7,0,0,1,0,0,20.9,3,5,4.7,6594,3,4.01,6,0,5,14816163
3644,6,2,2,24,1,0,0,0,0,8.8,7,1,10.0,15815,4,1.52,6,1,8,18410105
3858,4,2,1,24,1,1,1,0,0,7.3,9,2,7.6,23013,9,3.2,8,0,4,21656213
6927,4,1,1,48,0,0,1,0,1,37.0,9,6,1.6,29397,8,1.62,5,0,5,29934553
1347,6,4,3,6,0,1,1,1,0,48.1,1,0,6.1,62806,4,3.46,4,0,3,6562201
2168,4,1,1,41,1,1,0,0,1,2.6,5,3,3.2,23222,5,3.65,5,0,9,15278432
3864,3,2,4,43,0,1,1,1,0,35.1,6,5,3.1,5017,8,2.41,5,1,6,17313801
5589,1,3,2,7,1,0,1,0,1,42.0,0,3,9.9,12989,7,2.66,4,0,6,20964289
2368,2,3,3,60,0,1,1,1,0,35.9,3,2,3.4,23653,10,2.6,9,1,5,15116770
1313,1,2,1,34,0,1,1,1,1,6.9,5,2,8.2,24931,6,2.01,3,0,8,9829180
7237,4,1,4,52,1,0,1,0,0,2.3,3,7,5.7,49908,10,0.77,10,1,5,36782967
2357,3,4,1,57,1,0,0,1,1,18.0,9,1,7.1,36826,2,1.66,9,1,10,17361039
5595,4,2,1,9,0,0,1,0,1,27.5,8,8,5.6,20215,2,3.62,7,1,7,27201870
6214,6,1,1,33,0,0,0,1,1,30.1,1,1,4.3,32275,3,1.61,10,0,9,30552937
6775,5,5,2,13,0,1,1,0,0,18.3,7,3,1.8,14680,4,1.97,1,0,2,27347987
7325,3,1,2,15,1,1,0,1,0,10.4,2,2,5.0,45176,1,0.55,1,1,4,26835796
7811,2,5,3,35,1,0,0,1,0,40.4,7,1,2.3,64880,3,1.92,7,0,6,31267435
519,6,1,3,3,0,0,1,1,1,41.1,0,3,9.4,75409,2,1.45,5,0,2,5194126
2712,4,4,3,18,1,0,1,1,0,11.0,0,6,6.4,73260,9,0.82,4,1,7,16298130
6279,1,3,4,53,0,1,1,1,0,46.7,10,1,8.3,44137,8,1.38,8,1,1,23834885
4949,2,5,4,53,0,1,0,0,0,47.5,4,2,6.8,37683,6,0.57,9,1,6,20392719
3452,2,2,2,59,1,1,1,1,1,9.7,1,6,8.8,46479,2,3.59,2,1,2,13667951
5905,4,4,4,52,0,0,1,1,1,37.4,8,0,5.7,19897,4,3.73,7,0,10,26351937
4592,4,1,1,56,0,0,0,1,1,35.7,0,5,4.6,14216,4,3.55,2,0,4,15132395
